#1
double NetworkData(289,4) # time[s], Q_heat[W], m_flow[kg/s], T_supply[degC]
216000	42591.50	1.03	67.83
216900	40254.84	0.96	67.32
217800	39264.50	0.94	66.78
218700	39511.25	0.97	66.32
219600	41076.19	1.02	65.90
220500	43836.01	1.13	65.45
221400	47363.32	1.37	64.79
222300	51793.51	1.72	63.30
223200	57113.69	1.78	61.73
224100	64116.74	2.20	60.53
225000	71221.44	2.31	60.72
225900	78054.27	2.36	62.86
226800	84589.43	2.46	63.44
227700	90583.97	2.19	63.79
228600	96863.69	1.91	63.37
229500	102995.11	1.84	62.29
230400	109233.94	1.85	61.14
231300	115206.75	2.08	59.48
232200	123478.90	2.75	58.53
233100	130908.41	3.76	59.45
234000	137852.99	4.18	60.26
234900	144771.50	4.21	62.86
235800	151869.40	3.37	64.31
236700	159208.28	2.96	63.49
237600	166796.42	2.63	62.49
238500	174496.42	2.20	60.93
239400	182123.60	1.95	59.17
240300	189668.79	1.90	57.09
241200	197172.19	1.94	55.23
242100	204619.43	2.15	53.65
243000	212012.75	2.77	52.64
243900	219370.39	2.97	54.30
244800	226666.56	3.28	54.62
245700	233961.98	3.81	55.74
246600	241346.05	4.20	57.96
247500	248775.72	4.84	59.53
248400	256248.63	4.94	61.96
249300	263235.24	4.72	61.69
250200	269832.05	4.29	60.88
251100	276081.33	3.86	59.65
252000	281991.05	3.72	57.16
252900	287840.88	3.58	55.55
253800	293699.49	3.59	55.66
254700	299578.93	4.00	55.60
255600	305480.30	4.38	57.80
256500	311823.78	4.34	59.82
257400	318532.60	3.95	60.14
258300	325570.54	3.53	58.94
259200	332938.21	3.33	57.17
